"IndexName","Date","P/E","P/B","Div Yield %"
"NIFTY INDIA CONSUMPTION","11 Oct 2023","41.47","7.38","1.11"
"NIFTY INDIA CONSUMPTION","10 Oct 2023","41.11","7.32","1.12"
"NIFTY INDIA CONSUMPTION","09 Oct 2023","40.81","7.27","1.13"
"NIFTY INDIA CONSUMPTION","06 Oct 2023","41.06","7.31","1.12"
"NIFTY INDIA CONSUMPTION","05 Oct 2023","40.88","7.28","1.13"
"NIFTY INDIA CONSUMPTION","04 Oct 2023","40.67","7.24","1.13"
"NIFTY INDIA CONSUMPTION","03 Oct 2023","40.80","7.26","1.13"
"NIFTY INDIA CONSUMPTION","29 Sep 2023","40.94","7.29","1.12"
"NIFTY INDIA CONSUMPTION","28 Sep 2023","40.82","8.46","1.13"
"NIFTY INDIA CONSUMPTION","27 Sep 2023","41.43","8.59","1.12"
"NIFTY INDIA CONSUMPTION","26 Sep 2023","41.30","8.64","1.12"
"NIFTY INDIA CONSUMPTION","25 Sep 2023","41.25","8.63","1.12"
"NIFTY INDIA CONSUMPTION","22 Sep 2023","41.18","8.62","1.12"
"NIFTY INDIA CONSUMPTION","21 Sep 2023","41.18","8.62","1.12"
"NIFTY INDIA CONSUMPTION","20 Sep 2023","41.38","8.66","1.12"
"NIFTY INDIA CONSUMPTION","18 Sep 2023","41.67","8.72","1.11"
"NIFTY INDIA CONSUMPTION","15 Sep 2023","41.49","8.68","1.11"
"NIFTY INDIA CONSUMPTION","14 Sep 2023","41.30","8.66","1.13"
"NIFTY INDIA CONSUMPTION","13 Sep 2023","41.25","8.65","1.13"
"NIFTY INDIA CONSUMPTION","12 Sep 2023","41.07","8.61","1.14"
"NIFTY INDIA CONSUMPTION","11 Sep 2023","41.41","8.66","1.13"
"NIFTY INDIA CONSUMPTION","08 Sep 2023","41.03","8.58","1.14"
"NIFTY INDIA CONSUMPTION","07 Sep 2023","40.91","8.55","1.14"
"NIFTY INDIA CONSUMPTION","06 Sep 2023","40.91","8.55","1.14"
"NIFTY INDIA CONSUMPTION","05 Sep 2023","40.60","8.56","1.15"
"NIFTY INDIA CONSUMPTION","04 Sep 2023","40.41","8.56","1.16"
"NIFTY INDIA CONSUMPTION","01 Sep 2023","40.48","8.58","1.16"
"NIFTY INDIA CONSUMPTION","31 Aug 2023","40.19","8.64","1.16"
"NIFTY INDIA CONSUMPTION","30 Aug 2023","40.38","8.68","1.16"
"NIFTY INDIA CONSUMPTION","29 Aug 2023","40.11","8.62","1.17"
"NIFTY INDIA CONSUMPTION","28 Aug 2023","40.05","8.61","1.17"
"NIFTY INDIA CONSUMPTION","25 Aug 2023","40.03","8.61","1.17"
"NIFTY INDIA CONSUMPTION","24 Aug 2023","40.32","8.67","1.16"
"NIFTY INDIA CONSUMPTION","23 Aug 2023","40.20","8.75","1.16"
"NIFTY INDIA CONSUMPTION","22 Aug 2023","40.30","8.77","1.16"
"NIFTY INDIA CONSUMPTION","21 Aug 2023","40.20","8.75","1.17"
"NIFTY INDIA CONSUMPTION","18 Aug 2023","39.92","8.68","1.18"
"NIFTY INDIA CONSUMPTION","17 Aug 2023","39.96","8.69","1.18"
"NIFTY INDIA CONSUMPTION","16 Aug 2023","40.24","8.71","1.17"
"NIFTY INDIA CONSUMPTION","14 Aug 2023","40.03","8.69","1.18"
"NIFTY INDIA CONSUMPTION","11 Aug 2023","40.08","8.70","1.17"
"NIFTY INDIA CONSUMPTION","10 Aug 2023","40.41","8.76","1.11"
"NIFTY INDIA CONSUMPTION","09 Aug 2023","40.54","8.79","1.11"
"NIFTY INDIA CONSUMPTION","08 Aug 2023","40.40","8.76","1.11"
"NIFTY INDIA CONSUMPTION","07 Aug 2023","41.34","8.78","1.11"
"NIFTY INDIA CONSUMPTION","04 Aug 2023","40.85","8.79","1.11"
"NIFTY INDIA CONSUMPTION","03 Aug 2023","40.72","8.76","1.12"
"NIFTY INDIA CONSUMPTION","02 Aug 2023","41.01","8.82","1.09"
"NIFTY INDIA CONSUMPTION","01 Aug 2023","41.88","8.95","1.09"
"NIFTY INDIA CONSUMPTION","31 Jul 2023","42.04","8.98","1.12"
"NIFTY INDIA CONSUMPTION","28 Jul 2023","42.15","8.99","1.12"
"NIFTY INDIA CONSUMPTION","27 Jul 2023","42.23","8.92","1.11"
"NIFTY INDIA CONSUMPTION","26 Jul 2023","42.50","8.98","1.10"
"NIFTY INDIA CONSUMPTION","25 Jul 2023","42.40","8.95","1.11"
"NIFTY INDIA CONSUMPTION","24 Jul 2023","42.51","9.08","1.10"
"NIFTY INDIA CONSUMPTION","21 Jul 2023","42.88","9.13","1.10"
"NIFTY INDIA CONSUMPTION","20 Jul 2023","43.16","9.19","1.09"
"NIFTY INDIA CONSUMPTION","19 Jul 2023","42.83","9.12","1.10"
"NIFTY INDIA CONSUMPTION","18 Jul 2023","42.78","9.10","1.10"
"NIFTY INDIA CONSUMPTION","17 Jul 2023","42.86","9.12","1.10"
"NIFTY INDIA CONSUMPTION","14 Jul 2023","42.85","9.12","1.10"
"NIFTY INDIA CONSUMPTION","13 Jul 2023","42.63","9.07","1.08"
"NIFTY INDIA CONSUMPTION","12 Jul 2023","42.86","9.12","1.06"
"NIFTY INDIA CONSUMPTION","11 Jul 2023","42.89","9.13","1.05"
"NIFTY INDIA CONSUMPTION","10 Jul 2023","42.40","9.02","1.07"
"NIFTY INDIA CONSUMPTION","07 Jul 2023","42.65","9.08","1.08"
"NIFTY INDIA CONSUMPTION","06 Jul 2023","43.03","9.16","1.07"
"NIFTY INDIA CONSUMPTION","05 Jul 2023","42.76","9.10","1.07"
"NIFTY INDIA CONSUMPTION","04 Jul 2023","42.24","8.99","1.09"
"NIFTY INDIA CONSUMPTION","03 Jul 2023","42.34","9.01","1.08"
"NIFTY INDIA CONSUMPTION","30 Jun 2023","42.25","8.99","1.09"
"NIFTY INDIA CONSUMPTION","28 Jun 2023","41.73","8.90","1.10"
"NIFTY INDIA CONSUMPTION","27 Jun 2023","41.44","8.84","1.11"
"NIFTY INDIA CONSUMPTION","26 Jun 2023","41.33","8.81","1.11"
"NIFTY INDIA CONSUMPTION","23 Jun 2023","41.03","8.75","1.12"
"NIFTY INDIA CONSUMPTION","22 Jun 2023","41.16","8.78","1.12"
"NIFTY INDIA CONSUMPTION","21 Jun 2023","41.44","8.84","1.11"
"NIFTY INDIA CONSUMPTION","20 Jun 2023","41.58","8.87","1.10"
"NIFTY INDIA CONSUMPTION","19 Jun 2023","41.51","8.85","1.14"
"NIFTY INDIA CONSUMPTION","16 Jun 2023","41.78","8.91","1.06"
"NIFTY INDIA CONSUMPTION","15 Jun 2023","41.48","8.85","1.07"
"NIFTY INDIA CONSUMPTION","14 Jun 2023","41.30","8.81","1.15"
"NIFTY INDIA CONSUMPTION","13 Jun 2023","41.17","8.78","1.16"
"NIFTY INDIA CONSUMPTION","12 Jun 2023","40.77","8.70","1.17"
"NIFTY INDIA CONSUMPTION","09 Jun 2023","40.68","8.68","1.17"
"NIFTY INDIA CONSUMPTION","08 Jun 2023","40.95","8.73","1.17"
"NIFTY INDIA CONSUMPTION","07 Jun 2023","41.29","8.85","1.16"
"NIFTY INDIA CONSUMPTION","06 Jun 2023","40.87","8.76","1.16"
"NIFTY INDIA CONSUMPTION","05 Jun 2023","40.80","8.74","1.16"
"NIFTY INDIA CONSUMPTION","02 Jun 2023","40.76","8.74","1.16"
"NIFTY INDIA CONSUMPTION","01 Jun 2023","40.43","8.67","1.16"
"NIFTY INDIA CONSUMPTION","31 May 2023","40.40","8.64","1.17"
"NIFTY INDIA CONSUMPTION","30 May 2023","40.20","8.60","1.17"
"NIFTY INDIA CONSUMPTION","29 May 2023","39.88","8.61","0.95"
"NIFTY INDIA CONSUMPTION","26 May 2023","39.33","8.55","0.95"
"NIFTY INDIA CONSUMPTION","25 May 2023","39.04","8.49","1.11"
"NIFTY INDIA CONSUMPTION","24 May 2023","38.75","8.42","1.12"
"NIFTY INDIA CONSUMPTION","23 May 2023","38.63","8.40","1.12"
"NIFTY INDIA CONSUMPTION","22 May 2023","38.52","8.38","1.12"
"NIFTY INDIA CONSUMPTION","19 May 2023","38.62","8.35","1.13"
"NIFTY INDIA CONSUMPTION","18 May 2023","38.53","8.34","1.09"
"NIFTY INDIA CONSUMPTION","17 May 2023","39.01","8.40","1.08"
"NIFTY INDIA CONSUMPTION","16 May 2023","39.14","8.43","1.07"
"NIFTY INDIA CONSUMPTION","15 May 2023","39.65","8.47","1.07"
"NIFTY INDIA CONSUMPTION","12 May 2023","39.41","8.42","1.07"
"NIFTY INDIA CONSUMPTION","11 May 2023","39.27","8.39","1.08"
"NIFTY INDIA CONSUMPTION","10 May 2023","39.02","8.33","1.09"
"NIFTY INDIA CONSUMPTION","09 May 2023","38.89","8.30","1.09"
"NIFTY INDIA CONSUMPTION","08 May 2023","39.04","8.32","1.09"
"NIFTY INDIA CONSUMPTION","05 May 2023","38.77","8.25","1.10"
"NIFTY INDIA CONSUMPTION","04 May 2023","38.72","8.22","1.12"
"NIFTY INDIA CONSUMPTION","03 May 2023","38.57","8.19","1.12"
"NIFTY INDIA CONSUMPTION","02 May 2023","38.50","8.18","1.12"
"NIFTY INDIA CONSUMPTION","28 Apr 2023","38.79","8.15","1.13"
"NIFTY INDIA CONSUMPTION","27 Apr 2023","38.47","8.09","1.13"
"NIFTY INDIA CONSUMPTION","26 Apr 2023","38.46","8.06","1.14"
"NIFTY INDIA CONSUMPTION","25 Apr 2023","38.32","8.03","1.14"
"NIFTY INDIA CONSUMPTION","24 Apr 2023","38.21","8.00","1.15"
"NIFTY INDIA CONSUMPTION","21 Apr 2023","38.11","7.98","1.15"
"NIFTY INDIA CONSUMPTION","20 Apr 2023","38.08","7.98","1.15"
"NIFTY INDIA CONSUMPTION","19 Apr 2023","38.00","7.96","1.15"
"NIFTY INDIA CONSUMPTION","18 Apr 2023","38.13","7.99","1.15"
"NIFTY INDIA CONSUMPTION","17 Apr 2023","38.15","7.99","1.15"
"NIFTY INDIA CONSUMPTION","13 Apr 2023","37.98","7.95","1.15"
"NIFTY INDIA CONSUMPTION","12 Apr 2023","37.90","7.94","1.10"
"NIFTY INDIA CONSUMPTION","11 Apr 2023","37.82","7.92","1.11"
"NIFTY INDIA CONSUMPTION","10 Apr 2023","37.57","7.87","1.11"
"NIFTY INDIA CONSUMPTION","06 Apr 2023","37.54","7.86","1.11"
"NIFTY INDIA CONSUMPTION","05 Apr 2023","37.57","7.87","1.11"
"NIFTY INDIA CONSUMPTION","03 Apr 2023","37.35","7.82","1.12"
"NIFTY INDIA CONSUMPTION","31 Mar 2023","37.16","7.78","1.13"
"NIFTY INDIA CONSUMPTION","29 Mar 2023","37.37","7.82","1.11"
"NIFTY INDIA CONSUMPTION","28 Mar 2023","37.09","7.76","1.12"
"NIFTY INDIA CONSUMPTION","27 Mar 2023","37.36","7.82","1.11"
"NIFTY INDIA CONSUMPTION","24 Mar 2023","37.38","7.83","1.11"
"NIFTY INDIA CONSUMPTION","23 Mar 2023","37.64","7.88","1.11"
"NIFTY INDIA CONSUMPTION","22 Mar 2023","37.54","7.86","1.11"
"NIFTY INDIA CONSUMPTION","21 Mar 2023","37.43","7.84","1.11"
"NIFTY INDIA CONSUMPTION","20 Mar 2023","37.51","7.85","1.11"
"NIFTY INDIA CONSUMPTION","17 Mar 2023","37.48","7.85","1.11"
"NIFTY INDIA CONSUMPTION","16 Mar 2023","37.46","7.84","1.11"
"NIFTY INDIA CONSUMPTION","15 Mar 2023","37.07","7.76","1.12"
"NIFTY INDIA CONSUMPTION","14 Mar 2023","37.14","7.77","1.12"
"NIFTY INDIA CONSUMPTION","13 Mar 2023","37.33","7.81","1.11"
"NIFTY INDIA CONSUMPTION","10 Mar 2023","37.76","7.90","1.10"
"NIFTY INDIA CONSUMPTION","09 Mar 2023","37.80","7.91","1.10"
"NIFTY INDIA CONSUMPTION","08 Mar 2023","38.12","7.98","1.09"
"NIFTY INDIA CONSUMPTION","06 Mar 2023","38.01","7.96","1.08"
"NIFTY INDIA CONSUMPTION","03 Mar 2023","37.83","7.92","1.09"
"NIFTY INDIA CONSUMPTION","02 Mar 2023","37.39","7.83","1.10"
"NIFTY INDIA CONSUMPTION","01 Mar 2023","37.65","7.88","1.09"
"NIFTY INDIA CONSUMPTION","28 Feb 2023","37.43","7.84","1.10"
"NIFTY INDIA CONSUMPTION","27 Feb 2023","37.45","7.84","1.10"
"NIFTY INDIA CONSUMPTION","24 Feb 2023","37.76","7.90","1.09"
"NIFTY INDIA CONSUMPTION","23 Feb 2023","37.92","7.94","1.08"
"NIFTY INDIA CONSUMPTION","22 Feb 2023","38.14","7.98","1.07"
"NIFTY INDIA CONSUMPTION","21 Feb 2023","38.46","8.05","1.07"
"NIFTY INDIA CONSUMPTION","20 Feb 2023","38.58","8.06","1.11"
"NIFTY INDIA CONSUMPTION","17 Feb 2023","38.71","8.09","1.10"
"NIFTY INDIA CONSUMPTION","16 Feb 2023","38.91","8.14","1.05"
"NIFTY INDIA CONSUMPTION","15 Feb 2023","39.02","8.14","1.05"
"NIFTY INDIA CONSUMPTION","14 Feb 2023","38.59","8.09","0.87"
"NIFTY INDIA CONSUMPTION","13 Feb 2023","36.64","8.08","1.04"
"NIFTY INDIA CONSUMPTION","10 Feb 2023","36.68","8.11","1.03"
"NIFTY INDIA CONSUMPTION","09 Feb 2023","36.76","8.12","1.03"
"NIFTY INDIA CONSUMPTION","08 Feb 2023","37.08","8.13","1.03"
"NIFTY INDIA CONSUMPTION","07 Feb 2023","37.02","8.11","1.03"
"NIFTY INDIA CONSUMPTION","06 Feb 2023","37.82","8.17","1.02"
"NIFTY INDIA CONSUMPTION","03 Feb 2023","37.86","8.18","1.04"
"NIFTY INDIA CONSUMPTION","02 Feb 2023","37.80","8.13","1.05"
"NIFTY INDIA CONSUMPTION","01 Feb 2023","37.65","8.09","1.05"
"NIFTY INDIA CONSUMPTION","31 Jan 2023","37.66","8.10","1.05"
"NIFTY INDIA CONSUMPTION","30 Jan 2023","37.35","8.03","1.06"
"NIFTY INDIA CONSUMPTION","27 Jan 2023","37.49","8.06","1.06"
"NIFTY INDIA CONSUMPTION","25 Jan 2023","37.90","8.14","1.05"
"NIFTY INDIA CONSUMPTION","24 Jan 2023","38.66","8.21","1.03"
"NIFTY INDIA CONSUMPTION","23 Jan 2023","38.52","8.18","1.04"
"NIFTY INDIA CONSUMPTION","20 Jan 2023","38.26","8.12","1.04"
"NIFTY INDIA CONSUMPTION","19 Jan 2023","38.73","8.21","1.03"
"NIFTY INDIA CONSUMPTION","18 Jan 2023","39.06","8.28","1.02"
"NIFTY INDIA CONSUMPTION","17 Jan 2023","38.90","8.25","1.03"
"NIFTY INDIA CONSUMPTION","16 Jan 2023","38.59","8.18","1.04"
"NIFTY INDIA CONSUMPTION","13 Jan 2023","38.76","8.21","1.04"
"NIFTY INDIA CONSUMPTION","12 Jan 2023","38.64","8.19","1.04"
"NIFTY INDIA CONSUMPTION","11 Jan 2023","38.67","8.20","1.04"
"NIFTY INDIA CONSUMPTION","10 Jan 2023","39.10","8.29","1.03"
"NIFTY INDIA CONSUMPTION","09 Jan 2023","39.36","8.34","1.02"
"NIFTY INDIA CONSUMPTION","06 Jan 2023","38.99","8.26","1.03"
"NIFTY INDIA CONSUMPTION","05 Jan 2023","39.16","8.30","1.02"
"NIFTY INDIA CONSUMPTION","04 Jan 2023","38.92","8.25","1.03"
"NIFTY INDIA CONSUMPTION","03 Jan 2023","39.26","8.32","1.02"
"NIFTY INDIA CONSUMPTION","02 Jan 2023","39.25","8.32","1.02"
"NIFTY INDIA CONSUMPTION","30 Dec 2022","39.27","8.32","1.02"
"NIFTY INDIA CONSUMPTION","29 Dec 2022","39.52","8.36","1.02"
"NIFTY INDIA CONSUMPTION","28 Dec 2022","39.40","8.33","1.02"
"NIFTY INDIA CONSUMPTION","27 Dec 2022","39.29","8.31","1.03"
"NIFTY INDIA CONSUMPTION","26 Dec 2022","39.18","8.29","1.03"
"NIFTY INDIA CONSUMPTION","23 Dec 2022","38.71","8.19","1.04"
"NIFTY INDIA CONSUMPTION","22 Dec 2022","39.52","8.36","1.02"
"NIFTY INDIA CONSUMPTION","21 Dec 2022","39.78","8.41","1.01"
"NIFTY INDIA CONSUMPTION","20 Dec 2022","40.22","8.51","1.00"
"NIFTY INDIA CONSUMPTION","19 Dec 2022","40.46","8.56","1.00"
"NIFTY INDIA CONSUMPTION","16 Dec 2022","39.82","8.42","1.01"
"NIFTY INDIA CONSUMPTION","15 Dec 2022","40.30","8.52","1.00"
"NIFTY INDIA CONSUMPTION","14 Dec 2022","40.64","8.59","0.99"
"NIFTY INDIA CONSUMPTION","13 Dec 2022","40.68","8.60","0.99"
"NIFTY INDIA CONSUMPTION","12 Dec 2022","40.64","8.60","0.99"
"NIFTY INDIA CONSUMPTION","09 Dec 2022","40.68","8.60","0.99"
"NIFTY INDIA CONSUMPTION","08 Dec 2022","40.62","8.59","0.99"
"NIFTY INDIA CONSUMPTION","07 Dec 2022","40.67","8.60","0.99"
"NIFTY INDIA CONSUMPTION","06 Dec 2022","40.62","8.59","0.99"
"NIFTY INDIA CONSUMPTION","05 Dec 2022","40.59","8.59","0.99"
"NIFTY INDIA CONSUMPTION","02 Dec 2022","40.65","8.60","0.99"
"NIFTY INDIA CONSUMPTION","01 Dec 2022","41.00","8.67","0.98"
"NIFTY INDIA CONSUMPTION","30 Nov 2022","41.10","8.69","0.98"
"NIFTY INDIA CONSUMPTION","29 Nov 2022","40.56","8.58","0.99"
"NIFTY INDIA CONSUMPTION","28 Nov 2022","40.19","8.50","1.00"
"NIFTY INDIA CONSUMPTION","25 Nov 2022","40.21","8.50","1.00"
"NIFTY INDIA CONSUMPTION","24 Nov 2022","40.22","8.51","1.00"
"NIFTY INDIA CONSUMPTION","23 Nov 2022","39.96","8.45","1.01"
"NIFTY INDIA CONSUMPTION","22 Nov 2022","39.95","8.45","1.01"
"NIFTY INDIA CONSUMPTION","21 Nov 2022","39.88","8.43","1.01"
"NIFTY INDIA CONSUMPTION","18 Nov 2022","39.93","8.45","1.01"
"NIFTY INDIA CONSUMPTION","17 Nov 2022","40.16","8.49","1.00"
"NIFTY INDIA CONSUMPTION","16 Nov 2022","40.53","8.57","0.99"
"NIFTY INDIA CONSUMPTION","15 Nov 2022","40.64","8.60","0.99"
"NIFTY INDIA CONSUMPTION","14 Nov 2022","37.31","8.57","0.99"
"NIFTY INDIA CONSUMPTION","11 Nov 2022","37.55","8.61","0.99"
"NIFTY INDIA CONSUMPTION","10 Nov 2022","37.53","8.61","1.00"
"NIFTY INDIA CONSUMPTION","09 Nov 2022","37.83","8.68","0.99"
"NIFTY INDIA CONSUMPTION","07 Nov 2022","38.00","8.72","0.99"
"NIFTY INDIA CONSUMPTION","04 Nov 2022","37.93","8.69","1.00"
"NIFTY INDIA CONSUMPTION","03 Nov 2022","37.98","8.69","0.99"
"NIFTY INDIA CONSUMPTION","02 Nov 2022","37.95","8.69","0.99"
"NIFTY INDIA CONSUMPTION","01 Nov 2022","38.58","8.78","0.98"
"NIFTY INDIA CONSUMPTION","31 Oct 2022","39.16","8.75","0.93"
"NIFTY INDIA CONSUMPTION","28 Oct 2022","38.67","8.64","0.90"
"NIFTY INDIA CONSUMPTION","27 Oct 2022","38.45","8.59","0.91"
"NIFTY INDIA CONSUMPTION","25 Oct 2022","38.17","8.53","1.00"
"NIFTY INDIA CONSUMPTION","24 Oct 2022","39.03","8.57","0.99"
"NIFTY INDIA CONSUMPTION","21 Oct 2022","38.90","8.54","1.00"
"NIFTY INDIA CONSUMPTION","20 Oct 2022","38.95","8.55","1.00"
"NIFTY INDIA CONSUMPTION","19 Oct 2022","38.73","8.51","1.00"
"NIFTY INDIA CONSUMPTION","18 Oct 2022","38.78","8.52","1.00"
"NIFTY INDIA CONSUMPTION","17 Oct 2022","38.23","8.39","1.02"
"NIFTY INDIA CONSUMPTION","14 Oct 2022","38.16","8.37","1.02"
"NIFTY INDIA CONSUMPTION","13 Oct 2022","38.24","8.39","1.02"
"NIFTY INDIA CONSUMPTION","12 Oct 2022","38.48","8.44","1.01"
"NIFTY INDIA CONSUMPTION","11 Oct 2022","38.27","8.40","1.02"
"NIFTY INDIA CONSUMPTION","10 Oct 2022","38.91","8.54","1.00"
"NIFTY INDIA CONSUMPTION","07 Oct 2022","39.25","8.61","0.99"
"NIFTY INDIA CONSUMPTION","06 Oct 2022","39.26","8.62","0.99"
"NIFTY INDIA CONSUMPTION","04 Oct 2022","39.37","8.64","0.99"
"NIFTY INDIA CONSUMPTION","03 Oct 2022","38.66","8.48","1.00"
"NIFTY INDIA CONSUMPTION","30 Sep 2022","39.40","8.64","0.99"
"NIFTY INDIA CONSUMPTION","29 Sep 2022","37.49","8.49","1.09"
"NIFTY INDIA CONSUMPTION","28 Sep 2022","37.67","8.53","1.09"
"NIFTY INDIA CONSUMPTION","27 Sep 2022","37.66","8.53","1.09"
"NIFTY INDIA CONSUMPTION","26 Sep 2022","37.59","8.52","1.09"
"NIFTY INDIA CONSUMPTION","23 Sep 2022","38.42","8.71","1.07"
"NIFTY INDIA CONSUMPTION","22 Sep 2022","38.98","8.83","1.05"
"NIFTY INDIA CONSUMPTION","21 Sep 2022","38.47","8.71","1.06"
"NIFTY INDIA CONSUMPTION","20 Sep 2022","38.51","8.73","1.06"
"NIFTY INDIA CONSUMPTION","19 Sep 2022","38.04","8.62","1.08"
"NIFTY INDIA CONSUMPTION","16 Sep 2022","37.82","8.57","1.08"
"NIFTY INDIA CONSUMPTION","15 Sep 2022","38.57","8.74","1.06"
"NIFTY INDIA CONSUMPTION","14 Sep 2022","38.58","8.74","1.05"
"NIFTY INDIA CONSUMPTION","13 Sep 2022","38.66","8.76","1.05"
"NIFTY INDIA CONSUMPTION","12 Sep 2022","38.42","8.70","1.05"
"NIFTY INDIA CONSUMPTION","09 Sep 2022","38.20","8.65","1.06"
"NIFTY INDIA CONSUMPTION","08 Sep 2022","38.22","8.66","1.06"
"NIFTY INDIA CONSUMPTION","07 Sep 2022","38.01","8.61","1.06"
"NIFTY INDIA CONSUMPTION","06 Sep 2022","38.15","8.64","1.06"
"NIFTY INDIA CONSUMPTION","05 Sep 2022","38.11","8.63","1.06"
"NIFTY INDIA CONSUMPTION","02 Sep 2022","38.06","8.62","1.06"
"NIFTY INDIA CONSUMPTION","01 Sep 2022","38.11","8.63","1.07"
"NIFTY INDIA CONSUMPTION","30 Aug 2022","38.21","8.66","1.07"
"NIFTY INDIA CONSUMPTION","29 Aug 2022","37.42","8.52","1.09"
"NIFTY INDIA CONSUMPTION","26 Aug 2022","37.39","8.52","1.09"
"NIFTY INDIA CONSUMPTION","25 Aug 2022","37.35","8.51","1.09"
"NIFTY INDIA CONSUMPTION","24 Aug 2022","37.35","8.51","1.09"
"NIFTY INDIA CONSUMPTION","23 Aug 2022","37.24","8.48","1.10"
"NIFTY INDIA CONSUMPTION","22 Aug 2022","36.86","8.40","1.11"
"NIFTY INDIA CONSUMPTION","19 Aug 2022","37.42","8.52","1.09"
"NIFTY INDIA CONSUMPTION","18 Aug 2022","37.86","8.62","1.08"
"NIFTY INDIA CONSUMPTION","17 Aug 2022","37.73","8.65","1.08"
"NIFTY INDIA CONSUMPTION","16 Aug 2022","37.55","8.58","1.09"
"NIFTY INDIA CONSUMPTION","12 Aug 2022","37.16","8.47","1.10"
"NIFTY INDIA CONSUMPTION","11 Aug 2022","37.33","8.72","1.08"
"NIFTY INDIA CONSUMPTION","10 Aug 2022","37.86","8.91","1.09"
"NIFTY INDIA CONSUMPTION","08 Aug 2022","39.81","8.93","1.10"
"NIFTY INDIA CONSUMPTION","05 Aug 2022","39.57","8.88","1.11"
"NIFTY INDIA CONSUMPTION","04 Aug 2022","39.66","8.92","1.13"
"NIFTY INDIA CONSUMPTION","03 Aug 2022","39.51","8.88","1.14"
"NIFTY INDIA CONSUMPTION","02 Aug 2022","40.01","8.89","1.10"
"NIFTY INDIA CONSUMPTION","01 Aug 2022","39.70","8.82","1.10"
"NIFTY INDIA CONSUMPTION","29 Jul 2022","39.20","8.71","1.08"
"NIFTY INDIA CONSUMPTION","28 Jul 2022","38.91","8.60","1.10"
"NIFTY INDIA CONSUMPTION","27 Jul 2022","39.00","8.53","1.11"
"NIFTY INDIA CONSUMPTION","26 Jul 2022","38.78","8.48","1.10"
"NIFTY INDIA CONSUMPTION","25 Jul 2022","39.22","8.59","1.08"
"NIFTY INDIA CONSUMPTION","22 Jul 2022","39.42","8.63","1.08"
"NIFTY INDIA CONSUMPTION","21 Jul 2022","39.34","8.62","1.11"
"NIFTY INDIA CONSUMPTION","20 Jul 2022","39.01","8.53","1.12"
"NIFTY INDIA CONSUMPTION","19 Jul 2022","38.88","8.50","1.12"
"NIFTY INDIA CONSUMPTION","18 Jul 2022","38.70","8.46","1.13"
"NIFTY INDIA CONSUMPTION","15 Jul 2022","38.49","8.41","1.13"
"NIFTY INDIA CONSUMPTION","14 Jul 2022","37.91","8.29","1.20"
"NIFTY INDIA CONSUMPTION","13 Jul 2022","37.78","8.26","1.14"
"NIFTY INDIA CONSUMPTION","12 Jul 2022","37.69","8.24","1.14"
"NIFTY INDIA CONSUMPTION","11 Jul 2022","38.04","8.32","1.13"
"NIFTY INDIA CONSUMPTION","08 Jul 2022","38.00","8.32","1.14"
"NIFTY INDIA CONSUMPTION","07 Jul 2022","37.78","8.20","1.23"
"NIFTY INDIA CONSUMPTION","06 Jul 2022","37.62","8.17","1.23"
"NIFTY INDIA CONSUMPTION","05 Jul 2022","36.66","7.96","1.26"
"NIFTY INDIA CONSUMPTION","04 Jul 2022","36.64","7.95","1.26"
"NIFTY INDIA CONSUMPTION","01 Jul 2022","36.07","7.83","1.28"
"NIFTY INDIA CONSUMPTION","30 Jun 2022","35.65","7.74","1.30"
"NIFTY INDIA CONSUMPTION","29 Jun 2022","35.87","7.80","1.21"
"NIFTY INDIA CONSUMPTION","28 Jun 2022","36.06","7.84","1.21"
"NIFTY INDIA CONSUMPTION","27 Jun 2022","36.08","7.85","1.21"
"NIFTY INDIA CONSUMPTION","24 Jun 2022","35.82","7.79","1.22"
"NIFTY INDIA CONSUMPTION","23 Jun 2022","35.29","7.67","1.23"
"NIFTY INDIA CONSUMPTION","22 Jun 2022","34.57","7.52","1.26"
"NIFTY INDIA CONSUMPTION","21 Jun 2022","34.99","7.61","1.25"
"NIFTY INDIA CONSUMPTION","20 Jun 2022","34.35","7.47","1.27"
"NIFTY INDIA CONSUMPTION","17 Jun 2022","34.04","7.40","1.24"
"NIFTY INDIA CONSUMPTION","16 Jun 2022","34.65","7.53","1.24"
"NIFTY INDIA CONSUMPTION","15 Jun 2022","35.07","7.63","1.23"
"NIFTY INDIA CONSUMPTION","14 Jun 2022","35.04","7.62","1.11"
"NIFTY INDIA CONSUMPTION","13 Jun 2022","35.12","7.64","1.19"
"NIFTY INDIA CONSUMPTION","10 Jun 2022","35.57","7.73","1.18"
"NIFTY INDIA CONSUMPTION","09 Jun 2022","35.67","7.76","1.45"
"NIFTY INDIA CONSUMPTION","08 Jun 2022","35.41","7.70","1.39"
"NIFTY INDIA CONSUMPTION","07 Jun 2022","35.64","7.75","1.38"
"NIFTY INDIA CONSUMPTION","06 Jun 2022","36.03","7.83","1.37"
"NIFTY INDIA CONSUMPTION","03 Jun 2022","36.13","7.86","1.36"
"NIFTY INDIA CONSUMPTION","02 Jun 2022","36.73","7.95","1.35"
"NIFTY INDIA CONSUMPTION","01 Jun 2022","36.74","7.95","1.35"
"NIFTY INDIA CONSUMPTION","31 May 2022","37.10","8.03","1.33"
"NIFTY INDIA CONSUMPTION","30 May 2022","37.45","8.01","1.34"
"NIFTY INDIA CONSUMPTION","27 May 2022","36.72","7.86","1.36"
